timestamp,device,length,link_protocol,network_protocol,transport_protocol,src_ip,dst_ip,src_port,dst_port,malicious
1759293819,eth0,108,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759293820,eth0,107,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759293820,any,109,N/A,N/A,N/A,N/A,N/A,0,0,0
1759293820,eth0,70,Ethernet,IPv6,ICMP,fe80::5ca9:83ff:fe87:27,ff02::204,0,0,0
1759293820,any,72,N/A,IPv6,ICMP,fe80::5ca9:83ff:fe87:27,ff02::204,0,0,0
1759293820,eth0,70,Ethernet,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::204,0,0,1
1759293820,eth0,108,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759293820,any,72,N/A,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::204,0,0,1
1759293820,any,72,N/A,IPv6,ICMP,fe80::28c8:aff:fe40:170,ff02::204,0,0,1
1759293820,eth2,70,Ethernet,IPv6,ICMP,fe80::28c8:aff:fe40:170,ff02::204,0,0,1
1759293820,eth0,90,Ethernet,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759293820,eth0,54,Ethernet,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759293820,any,92,N/A,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759293820,eth0,68,Ethernet,IPv4,UDP,172.30.0.163,224.0.0.252,5355,5355,1
1759293820,any,70,N/A,IPv4,UDP,172.30.0.163,224.0.0.252,5355,5355,1
1759293820,eth0,54,Ethernet,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759293820,any,56,N/A,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759293820,eth0,357,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759293820,any,359,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759293820,eth0,369,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759293820,any,371,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759293820,eth2,110,Ethernet,IPv6,ICMP,fe80::28c8:aff:fe40:170,ff02::179,0,0,1
1759293820,any,112,N/A,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::179,0,0,1
1759293820,eth1,110,Ethernet,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::179,0,0,1
1759293820,eth0,54,Ethernet,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759293820,any,56,N/A,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759293820,eth0,110,Ethernet,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759293820,eth1,70,Ethernet,IPv6,ICMP,fe80::a824:52ff:fe4f:69,ff02::204,0,0,0
1759293820,any,72,N/A,IPv6,ICMP,fe80::a824:52ff:fe4f:69,ff02::204,0,0,0
1759293820,eth0,90,Ethernet,IPv6,ICMP,fe80::5ca9:83ff:fe87:27,ff02::179,0,0,0
1759293820,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,0
1759293820,any,92,N/A,IPv6,ICMP,fe80::5ca9:83ff:fe87:27,ff02::179,0,0,0
1759293820,eth0,67,Ethernet,IPv4,UDP,172.30.0.220,224.0.0.252,5355,5355,0
1759293820,eth0,87,Ethernet,IPv6,UDP,fe80::5ca9:83ff:fe87:27,ff02::1:52,5355,5355,0
1759293820,any,69,N/A,IPv4,UDP,172.30.0.220,224.0.0.252,5355,5355,0
1759293820,eth0,356,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,0
1759293820,any,358,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,0
1759293820,eth0,368,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,0
1759293820,any,370,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,0
1759293820,eth1,110,Ethernet,IPv6,ICMP,fe80::a824:52ff:fe4f:69,ff02::179,0,0,0
1759293820,any,112,N/A,IPv6,ICMP,fe80::a824:52ff:fe4f:69,ff02::179,0,0,0
1759293820,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,0
1759293820,any,56,N/A,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,0
1759293820,eth0,110,Ethernet,IPv6,ICMP,fe80::5ca9:83ff:fe87:27,ff02::179,0,0,0
1759293820,any,112,N/A,IPv6,ICMP,fe80::5ca9:83ff:fe87:27,ff02::179,0,0,0
1759293820,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759293820,any,44,ARP,N/A,N/A,172.30.0.220,172.30.0.122,0,0,0
1759293820,any,58,ARP,N/A,N/A,172.30.0.122,172.30.0.220,0,0,0
1759293820,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759293820,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759293820,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759293820,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759293820,any,112,N/A,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759293820,any,44,ARP,N/A,N/A,172.30.0.163,172.30.0.122,0,0,1
1759293820,any,58,ARP,N/A,N/A,172.30.0.122,172.30.0.163,0,0,1
1759293820,eth0,90,Ethernet,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0,1
1759293820,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,1
1759293820,any,92,N/A,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0,1
1759293820,any,56,N/A,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,1
1759293820,any,73,N/A,IPv4,UDP,172.30.0.220,224.0.0.252,5355,5355,1
1759293820,eth0,71,Ethernet,IPv4,UDP,172.30.0.220,224.0.0.252,5355,5355,1
1759293820,eth0,110,Ethernet,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759293820,any,112,N/A,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759293820,any,362,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759293820,eth0,360,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759293820,any,374,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759293820,eth0,372,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759293820,any,112,N/A,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::179,0,0,1
1759293820,eth1,110,Ethernet,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::179,0,0,1
1759293820,any,112,N/A,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0,1
1759293820,eth0,110,Ethernet,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0,1
1759293820,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,1
1759293820,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,1
1759293820,any,56,N/A,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,1
1759293821,eth0,110,Ethernet,IPv6,ICMP,fe80::5ca9:83ff:fe87:27,ff02::179,0,0,0
1759293821,any,112,N/A,IPv6,ICMP,fe80::5ca9:83ff:fe87:27,ff02::179,0,0,0
1759293821,any,44,ARP,N/A,N/A,172.30.0.220,172.30.0.122,0,0,1
1759293821,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759293821,any,72,N/A,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::204,0,0,1
1759293821,eth1,70,Ethernet,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::204,0,0,1
1759293821,eth0,70,Ethernet,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::204,0,0,1
1759293821,any,72,N/A,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::204,0,0,1
1759293821,any,112,N/A,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::179,0,0,1
1759293821,eth1,110,Ethernet,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::179,0,0,1
1759293821,any,92,N/A,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759293821,eth0,90,Ethernet,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759293821,eth0,54,Ethernet,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759293821,eth0,67,Ethernet,IPv4,UDP,172.30.0.23,224.0.0.252,5355,5355,1
1759293821,eth0,87,Ethernet,IPv6,UDP,fe80::24f1:23ff:fe29:66,ff02::1:52,5355,5355,1
1759293821,any,69,N/A,IPv4,UDP,172.30.0.23,224.0.0.252,5355,5355,1
1759293821,any,358,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759293821,eth0,356,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759293821,eth0,368,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759293821,any,370,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759293821,any,112,N/A,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::179,0,0,1
1759293821,eth1,110,Ethernet,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::179,0,0,1
1759293821,any,112,N/A,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759293821,eth0,110,Ethernet,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759293821,eth0,54,Ethernet,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759293821,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759293821,any,44,ARP,N/A,N/A,172.30.0.23,172.30.0.122,0,0,1
1759293821,eth0,70,Ethernet,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::204,0,0,1
1759293821,eth2,70,Ethernet,IPv6,ICMP,fe80::28c8:aff:fe40:170,ff02::204,0,0,1
1759293821,eth1,70,Ethernet,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::204,0,0,1
1759293821,any,72,N/A,IPv6,ICMP,fe80::28c8:aff:fe40:170,ff02::204,0,0,1
1759293821,any,112,N/A,IPv6,ICMP,fe80::28c8:aff:fe40:170,ff02::179,0,0,1
1759293821,eth2,110,Ethernet,IPv6,ICMP,fe80::28c8:aff:fe40:170,ff02::179,0,0,1
1759293821,any,112,N/A,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0,1
1759293821,eth0,110,Ethernet,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0,1
1759293821,eth0,54,Ethernet,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759293821,any,56,N/A,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759293821,eth0,108,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759293821,any,110,N/A,N/A,N/A,N/A,N/A,0,0,1
1759293821,eth1,70,Ethernet,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::204,0,0,1
1759293821,eth0,70,Ethernet,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::204,0,0,1
1759293821,any,72,N/A,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::204,0,0,1
1759293821,any,72,N/A,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::204,0,0,1
1759293821,any,112,N/A,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::179,0,0,1
1759293821,eth1,110,Ethernet,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::179,0,0,1
1759293821,any,92,N/A,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::179,0,0,1
1759293821,any,58,N/A,IPv4,N/A,172.30.0.89,224.0.0.22,0,0,1
1759293821,eth0,90,Ethernet,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::179,0,0,1
1759293821,eth0,56,Ethernet,IPv4,N/A,172.30.0.89,224.0.0.22,0,0,1
1759293821,any,69,N/A,IPv4,UDP,172.30.0.89,224.0.0.252,5355,5355,1
1759293821,eth0,67,Ethernet,IPv4,UDP,172.30.0.89,224.0.0.252,5355,5355,1
1759293821,any,358,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759293821,eth0,356,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759293821,eth0,368,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759293821,any,370,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759293821,any,112,N/A,IPv6,ICMP,fe80::103b:bdff:fef0:169,ff02::179,0,0,1
1759293821,eth1,110,Ethernet,IPv6,ICMP,fe80::103b:bdff:fef0:169,ff02::179,0,0,1
1759293821,any,58,ARP,N/A,N/A,172.30.0.89,172.30.0.122,0,0,1
1759293821,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759293821,eth0,110,Ethernet,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::179,0,0,1
1759293821,eth0,56,Ethernet,IPv4,N/A,172.30.0.89,224.0.0.22,0,0,1
1759293821,any,112,N/A,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::179,0,0,1
1759293821,any,58,N/A,IPv4,N/A,172.30.0.89,224.0.0.22,0,0,1
1759293821,any,112,N/A,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::179,0,0,1
1759293821,eth0,110,Ethernet,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::179,0,0,1
1759293821,any,112,N/A,IPv6,ICMP,fe80::103b:bdff:fef0:169,ff02::179,0,0,1
1759293821,eth1,110,Ethernet,IPv6,ICMP,fe80::103b:bdff:fef0:169,ff02::179,0,0,1
1759293821,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,0
1759293821,any,56,N/A,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,0
1759293821,eth0,70,Ethernet,IPv6,ICMP,fe80::5ca9:83ff:fe87:27,ff02::204,0,0,0
1759293821,any,72,N/A,IPv6,ICMP,fe80::a824:52ff:fe4f:69,ff02::204,0,0,0
1759293821,eth1,70,Ethernet,IPv6,ICMP,fe80::a824:52ff:fe4f:69,ff02::204,0,0,0
1759293821,eth1,110,Ethernet,IPv6,ICMP,fe80::a824:52ff:fe4f:69,ff02::179,0,0,0
1759293821,any,112,N/A,IPv6,ICMP,fe80::a824:52ff:fe4f:69,ff02::179,0,0,0
1759293822,any,72,N/A,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::204,0,0,1
1759293822,eth0,70,Ethernet,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::204,0,0,1
1759293822,any,72,N/A,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::204,0,0,1
1759293822,eth1,70,Ethernet,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::204,0,0,1
1759293822,eth0,110,Ethernet,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759293822,any,112,N/A,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759293822,any,56,N/A,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759293822,eth0,54,Ethernet,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759293822,any,112,N/A,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::179,0,0,1
1759293822,eth1,110,Ethernet,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::179,0,0,1
1759293822,eth0,70,Ethernet,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::204,0,0,1
1759293822,eth0,107,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759293822,any,109,N/A,N/A,N/A,N/A,N/A,0,0,0
1759293822,any,72,N/A,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::204,0,0,1
1759293822,any,72,N/A,IPv6,ICMP,fe80::103b:bdff:fef0:169,ff02::204,0,0,1
1759293822,eth1,70,Ethernet,IPv6,ICMP,fe80::103b:bdff:fef0:169,ff02::204,0,0,1
1759293822,eth0,56,Ethernet,IPv4,N/A,172.30.0.89,224.0.0.22,0,0,1
1759293822,any,58,N/A,IPv4,N/A,172.30.0.89,224.0.0.22,0,0,1
1759293822,any,110,N/A,N/A,N/A,N/A,N/A,0,0,1
1759293822,eth0,108,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759293823,eth0,107,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759293823,any,109,N/A,N/A,N/A,N/A,N/A,0,0,0
1759293823,any,110,N/A,N/A,N/A,N/A,N/A,0,0,1
1759293823,eth0,108,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759293824,eth0,107,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759293824,any,109,N/A,N/A,N/A,N/A,N/A,0,0,0
1759293824,eth0,90,Ethernet,IPv6,ICMP,fe80::5ca9:83ff:fe87:27,ff02::179,0,0,0
1759293824,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,0
1759293824,any,92,N/A,IPv6,ICMP,fe80::5ca9:83ff:fe87:27,ff02::179,0,0,0
1759293824,eth0,87,Ethernet,IPv6,UDP,fe80::5ca9:83ff:fe87:27,ff02::1:52,5355,5355,0
1759293824,eth0,67,Ethernet,IPv4,UDP,172.30.0.220,224.0.0.252,5355,5355,0
1759293824,any,89,N/A,IPv6,UDP,fe80::5ca9:83ff:fe87:27,ff02::1:52,5355,5355,0
1759293824,eth0,90,Ethernet,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759293824,eth0,54,Ethernet,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759293824,any,92,N/A,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759293824,eth0,88,Ethernet,IPv6,UDP,fe80::b0b5:44ff:feea:219,ff02::1:52,5355,5355,1
1759293824,any,90,N/A,IPv6,UDP,fe80::b0b5:44ff:feea:219,ff02::1:52,5355,5355,1
1759293824,eth0,357,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759293824,any,359,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759293824,eth0,369,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759293824,any,371,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759293824,eth2,110,Ethernet,IPv6,ICMP,fe80::28c8:aff:fe40:170,ff02::179,0,0,1
1759293824,any,112,N/A,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::179,0,0,1
1759293824,eth1,110,Ethernet,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::179,0,0,1
1759293824,any,112,N/A,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759293824,eth0,110,Ethernet,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759293824,eth0,54,Ethernet,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759293825,eth0,356,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,0
1759293825,any,358,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,0
1759293825,eth0,368,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,0
1759293825,any,370,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,0
1759293825,any,112,N/A,IPv6,ICMP,fe80::a824:52ff:fe4f:69,ff02::179,0,0,0
1759293825,eth1,110,Ethernet,IPv6,ICMP,fe80::a824:52ff:fe4f:69,ff02::179,0,0,0
1759293825,any,112,N/A,IPv6,ICMP,fe80::28c8:aff:fe40:170,ff02::179,0,0,1
1759293825,any,44,ARP,N/A,N/A,172.30.0.163,172.30.0.122,0,0,1
1759293825,any,58,ARP,N/A,N/A,172.30.0.122,172.30.0.163,0,0,1
1759293825,any,72,N/A,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::204,0,0,1
1759293825,any,72,N/A,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::204,0,0,1
1759293825,any,72,N/A,IPv6,ICMP,fe80::28c8:aff:fe40:170,ff02::204,0,0,1
1759293825,eth2,110,Ethernet,IPv6,ICMP,fe80::28c8:aff:fe40:170,ff02::179,0,0,1
1759293825,eth2,70,Ethernet,IPv6,ICMP,fe80::28c8:aff:fe40:170,ff02::204,0,0,1
1759293825,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759293825,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759293825,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759293825,eth0,70,Ethernet,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::204,0,0,1
1759293825,eth1,70,Ethernet,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::204,0,0,1
1759293825,any,72,N/A,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::204,0,0,1
1759293825,eth0,70,Ethernet,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::204,0,0,1
1759293825,eth0,90,Ethernet,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759293825,eth0,54,Ethernet,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759293825,any,92,N/A,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759293825,any,56,N/A,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759293825,any,69,N/A,IPv4,UDP,172.30.0.23,224.0.0.252,5355,5355,1
1759293825,eth0,67,Ethernet,IPv4,UDP,172.30.0.23,224.0.0.252,5355,5355,1
1759293825,eth0,356,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759293825,any,358,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759293825,any,370,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759293825,eth0,368,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759293825,eth1,110,Ethernet,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::179,0,0,1
1759293825,any,112,N/A,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::179,0,0,1
1759293825,any,112,N/A,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759293825,eth0,110,Ethernet,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759293825,eth0,54,Ethernet,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759293825,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759293825,eth1,70,Ethernet,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::204,0,0,1
1759293825,any,72,N/A,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::204,0,0,1
1759293825,eth1,110,Ethernet,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::179,0,0,1
1759293825,eth0,110,Ethernet,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759293825,any,112,N/A,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759293825,eth0,108,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759293825,any,110,N/A,N/A,N/A,N/A,N/A,0,0,1
1759293825,eth0,54,Ethernet,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759293825,any,56,N/A,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759293825,any,56,N/A,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759293825,eth0,54,Ethernet,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759293825,any,92,N/A,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0,1
1759293825,any,56,N/A,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,1
1759293825,eth0,90,Ethernet,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0,1
1759293825,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,1
1759293825,eth0,91,Ethernet,IPv6,UDP,fe80::e48e:99ff:fe5f:147,ff02::1:52,5355,5355,1
1759293825,any,93,N/A,IPv6,UDP,fe80::e48e:99ff:fe5f:147,ff02::1:52,5355,5355,1
1759293825,any,362,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759293825,eth0,360,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759293825,any,374,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759293825,any,112,N/A,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::179,0,0,1
1759293825,eth0,372,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759293825,eth1,110,Ethernet,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::179,0,0,1
1759293825,any,112,N/A,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0,1
1759293825,eth0,110,Ethernet,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0,1
1759293825,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,1
1759293825,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759293825,any,44,ARP,N/A,N/A,172.30.0.220,172.30.0.122,0,0,1
1759293825,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,0
1759293825,eth0,110,Ethernet,IPv6,ICMP,fe80::5ca9:83ff:fe87:27,ff02::179,0,0,0
1759293825,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759293825,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759293825,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759293825,any,56,N/A,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,0
1759293825,any,112,N/A,IPv6,ICMP,fe80::5ca9:83ff:fe87:27,ff02::179,0,0,0
1759293825,any,44,ARP,N/A,N/A,172.30.0.220,172.30.0.122,0,0,0
1759293825,any,58,ARP,N/A,N/A,172.30.0.122,172.30.0.220,0,0,0
1759293825,any,58,ARP,N/A,N/A,172.30.0.122,172.30.0.220,0,0,0
1759293825,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,0
1759293825,any,56,N/A,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,0
1759293825,eth1,110,Ethernet,IPv6,ICMP,fe80::a824:52ff:fe4f:69,ff02::179,0,0,0
1759293825,any,112,N/A,IPv6,ICMP,fe80::a824:52ff:fe4f:69,ff02::179,0,0,0
1759293825,eth0,110,Ethernet,IPv6,ICMP,fe80::5ca9:83ff:fe87:27,ff02::179,0,0,0
1759293825,any,112,N/A,IPv6,ICMP,fe80::5ca9:83ff:fe87:27,ff02::179,0,0,0
1759293825,eth0,70,Ethernet,IPv6,ICMP,fe80::5ca9:83ff:fe87:27,ff02::204,0,0,0
1759293825,any,72,N/A,IPv6,ICMP,fe80::a824:52ff:fe4f:69,ff02::204,0,0,0
1759293825,eth1,70,Ethernet,IPv6,ICMP,fe80::a824:52ff:fe4f:69,ff02::204,0,0,0
1759293826,eth0,70,Ethernet,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::204,0,0,1
